Tweet,True danger tweet?,True non-danger tweet?
Gunman reported on Yale campus http://bit.ly/1i94FuW ,1,
Marine saves stadium jumper's life #Local4 http://bit.ly/192TvOQ ,,1
"RECALL: Frozen chicken products recalled due to misbranding, undeclared allergen #Local4 http://bit.ly/1clcmY8  RT!",1,
Auburn Hills cracks down on Hookah lounges #Local4 http://bit.ly/1dvOGoZ ,,1
"Bundle up! Frigid Cold, and snow on the way. Monday's forecast: http://bit.ly/1aM4uQV  #Local4Today pic.twitter.com/HSkHm48jwV",,
The Lions have lost their 2nd game in a row. Are you concerned...why or why not? #Local4Today pic.twitter.com/UL5h6n0qeN,,1
Stamp prices to go up 1 cent in January #Local4 http://bit.ly/1i2mgVs ,,1
"Researchers say early exposure to dogs may reduce allergy, asthma risks #Local4 http://bit.ly/17AIPtq ",,
GoldieBlox rages against the princess machine #Local4 http://bit.ly/19OUFx3  pic.twitter.com/dyDMt9Jirb,,1
Football team befriends boy with special needs #Local4 http://bit.ly/I9pR4r ,,1
Angelcare recalls baby monitors after 2 dead #Local4 http://bit.ly/1fsAc9g  pic.twitter.com/Q4NmbFT725,1,
Next year's enrollment period for Affordable Care Act delayed #Local4 http://bit.ly/1fsGINi ,,
"Woof! So, is it REALLY safe to let your dog lick you? http://bit.ly/1fn6vXa  pic.twitter.com/V5N5tGNXV9",,
A special piece of JFK history can be found in Dearborn.http://bit.ly/IjOMkM  @ShawnLeyLive,,1
Bundle up! Friday's forecast:http://bit.ly/1c8XCeF  How will you spend the last weekend before T-giving? #Local4Today pic.twitter.com/d7n21aZqE6,,1
The internet has forever changed how we shop. If money was no object what kind of car would you buy? #Local4Today,,1
"AT 11: Could kids' allergies, asthma be parents' fault? #Local4 http://bit.ly/1e4OkBZ ",,
ICYMI: Prince Fielder-Ian Kinsler trade foreshadowed in 2010 ESPN commercial #Local4 http://bit.ly/1jpJ6BD ,,1
Is it safe to let your dog kiss you? #Local4 http://bit.ly/1fn6vXa ,,
AAA: 1.3M Michigan residents plan Thanksgiving travel #Local4 http://bit.ly/I1W9NZ ,,1
"Kia recalling about 80,000 vans to fix suspensions #Local4 http://bit.ly/1aIM7eB ",1,
JUST IN: Police have person of interest in Heidelberg Project's 'Penny House' fire http://bit.ly/1fm6Qt3  pic.twitter.com/GohQ1Pna1a,,
BREAKING: Apartment fire on Detroit's west side at 18250 Weaver. Reports of people jumping from the building.,1,
"Remember this 90's band ""Color Me Badd""? The former front man is in big trouble with the law http://bit.ly/1ejTz1c  pic.twitter.com/22SAtatYeb",,
Hamtramck police want help catching bank robber #Local4 http://bit.ly/18Q06fz ,,
Video shows shooting outside Allen Park Civic Arena http://bit.ly/1e0Hbmb ,,
Thursday at 6:30 – How to get men to cook a successful Thanksgiving dinner #Local4Today,,1
Name-brand drug prescriptions are costing you #Local4 http://bit.ly/1fWhrsf ,,
Three people were hurt early Friday morning in a drive-by shooting on Detroit's east side: http://bit.ly/1dBcO91  #local4,,
Local 4 WDIV Detroit _@Local4NewsJan 17,,
Two more Michigan adults struck with deadly flu #Local4 http://bit.ly/1dA1Twl ,1,
"EARLIER: 4-year-old shot, killed by 4-year-old cousin on Detroit's west side #Local4 http://bit.ly/1cwq4pl ",,1
In full: Snyder's #misots from tonight http://bit.ly/1gSN0U7 ,,1
Phone calls shining new light on Holiefield case #Local4 http://bit.ly/1dA18n1 ,,1
Snyder touts economic turnaround in State of State #MISOTS http://bit.ly/1abpfb7 ,,1
"More wintry weather ahead, and another Polar Vortex? #Local4 http://bit.ly/1gSAsfj ",,
Did you watch the State of the State address? Was there anything you wanted the Governor to talk about that he left out? #MISOTS,,1
Watching the State of the State? Use #MISOTS to join the conversation! WATCH LIVE: http://bit.ly/1mcYO7n ,,1
WATCH LIVE: Michigan Gov. Rick Snyder delivers his State of the State address - Use #MISOTS to sound off! http://bit.ly/1mcYO7n ,,1
AT 7: Gov. Rick Snyder delivers his State of the State address - Use #MISOTS to sound off! http://bit.ly/1mcYO7n  pic.twitter.com/XuSMyHlXs7,,1
BREAKING: Congress easily passes $1.1 trillion government-wide funding bill for Obama's signature. -@AP,,1
Questions after missing Livonia woman dies in Detroit #Local4 http://bit.ly/1dyAYzh ,,
"BREAKING: 4-year-old shot, killed by 4-year-old cousin on Detroit's west side #Local4 http://bit.ly/1cwq4pl ",,1
TRAFFIC: M-14 at Sheldon is closed due to an accident. Try to avoid the area if you can. #4LiveTraffic,,1
"911 call, police report released from shooting at UAW VP Holiefield's home #Local4 http://bit.ly/1kELyKt ",,
Detroit bankruptcy judge rejects deal with banks #Local4 http://bit.ly/LiqCK1 ,,1
"'Gilligan's' Professor, Russell Johnson, dies at 89 #Local4 http://bit.ly/1j9yMSy ",,1
3-year-old injured by flying glass after shots fired #Local4 http://bit.ly/1j9ulqV ,,1
Twitter rolling out new Web design #Local4 http://bit.ly/1kAxMsy ,,1
.@GardnerWhite furniture hiring on the spot Wednesday #Local4 http://bit.ly/L1233i ,,1
Lions fans take to Twitter to react to Jim Caldwell hiring #Local4 http://bit.ly/1alLw3q ,,1
Macomb County is looking for 100 volunteers to deliver emergency food boxes to home bound seniors February 15 #Local4 http://bit.ly/1alD2X0 ,,1
"Cafe charges by the minute, offers free food #Local4 http://bit.ly/1kAh649 ",,1
Westland police: Shot fired during road rage incident narrowly missed child #Local4 http://bit.ly/1m0MreI ,,1
"Per @AdamSchefter: Detroit Lions are hiring Jim Caldwell as their head coach, per a league source.",,1
"As far as excuses go, this one's pretty good: Dog hits snooze on owner's alarm clock #Local4 http://bit.ly/JYLdSp ",,1
"2 Warren officers recovering after hitting black ice, crashing patrol car #Local4 http://bit.ly/JYKm4e ",,1
Michigan governor says state manufactured 2M cars last year _ highest level since 2005 #Local4 http://bit.ly/19s9Ouk ,,1
Check out the new @Cadillac ATS Coupe! #NAIAS pic.twitter.com/YvEtIJ1g1j,,1
Detroit man charged with sexually assaulting 12-year-old boy #Local4 http://bit.ly/1aZLKKG  pic.twitter.com/BCxSvGLJA9,,1
LIVE at 10:30: #Cadillac reveals ATS Coupe at 2014 #NAIAS http://bit.ly/Kf5rXP ,,1
Behind scenes of #NAIAS press week #Local4 http://bit.ly/1eBLKmv ,,1
Money made from sale of middle finger sculpture to go to charity #Local4 http://bit.ly/1ciVPSL ,,1
Trial begins Tuesday for suspected I-96 shooter #Local4 http://bit.ly/L79Yga ,,1
Where are you seeing the worst pot holes? Send us your pics - we'll use them on the air. #local4,,1
President of Michigan Humane Society leaving for Georgia #Local4 http://bit.ly/1iNGZcz ,,1
WEATHER: @Local4Brandon - Mild start with snow on the way #Local4 http://bit.ly/JYaD2G ,,
.@maramacdonald goes one-on-one with Packard Plant buyer Fernando Palazuelo #Local4 http://bit.ly/1hTav33 ,,1
Univ. of Michigan to convene committee to review campus-closing policy during harsh weather #Local4 http://bit.ly/1dsuELk ,,1
Here are today's winners! #Local4Today pic.twitter.com/e3aHpROuGH,,1
#BREAKING: Report of ill students at Watts elementary school. Medical assistance on scene.,1,
'Batkid' Fights Crime On The Streets Of San Francisco http://bit.ly/1dA36jK ,,1
Tight Sochi security regime raises rights concerns http://bit.ly/1dx7pMB ,,
Playboy bunny art being moved to Dallas museum http://bit.ly/17xBZHt ,,1
#BREAKING: Lockdown at Kennedy Elementary in East LA after report of man with a gun in neighborhood.,1,
"Holiday Parties, So What Do I Wear? http://bit.ly/18stFUa ",,1
Prepping For Black Friday http://bit.ly/1gJPh6D ,,
#LAWeather: Meteorologist @RickatFOX's #forecast http://bit.ly/WSvymS ,,1
#BREAKING: Suspicious package near Melrose and La Cienega in West Hollywood under investigation. Nearby early education center evacuated.,1,
Gang Members Plead Not Guilty to Craigslist Murder http://bit.ly/18pj7oM ,,1
Blue Cross Extends Canceled Insurance Policies http://bit.ly/1gGCZvR ,,1
Streaming live right now the memorial for slain TSA officer Gerardo Hernandez: http://bit.ly/FOX11LIVE2 ,,1
#BREAKING: Miller Elementary School in south LA is on lock down for a police investigation. Story developing.,1,
STREAMING LIVE: Memorial For TSA Officer Gerardo Hernandez http://bit.ly/18otdGy ,,1
Dr. Shilpi Agarwal MD: Fact & Fiction About The Flu Shot http://bit.ly/1gGtqNq ,,
#TheList: Diet Gurus Who Died Of Poor Health http://bit.ly/1gGrx3m  (by @lisabreck),,
Urban Tactical Training: Escape And Evade http://bit.ly/18oEabg ,,1
Baldwin denies relationship with stalking suspect http://bit.ly/18oDIty ,,1
PG-13 Rated Movies Feature Most Gun Violence http://bit.ly/1amePBI ,,
The #BeverlyHills Triangle of Terror: Where grisly goings-on have occurred for a few years: http://bit.ly/1dZMoLv  pic.twitter.com/PMNfliSbTR,,
Dodgers Honor Vets: Can't They Do This Every Week Or So? http://bit.ly/17QSChJ ,,1
Vets Batting Practice: Can't They Do This Every Week Or So? http://bit.ly/17QRevC ,,1
IRS Warning: Phone Scammers Are Getting Sophisticated http://bit.ly/1akTQPT ,1,
Sivan's Semi Hard News Report for Monday http://bit.ly/1alTZTh ,,1
The #BeverlyHills Triangle of Terror: Where grisly goings-on have occurred over the years. http://bit.ly/TofTerror  pic.twitter.com/mVR2k8HVHt,,
Wine Safari Blends Vino and Views http://bit.ly/1alqxMX ,,1
Girl Burned From Glass of Gasoline http://bit.ly/1aldJ9y ,,
#LAWeather: Meteorologist @PabloWeather's #forecast http://bit.ly/X2iV8D ,,1
IRS Warns Against Phone Scam http://bit.ly/1akTQPT ,,
Veterans Day: Local Events Honoring The Men And Women Who Serve http://bit.ly/17PKkH2 ,,1
New Therapies Helping Our Veterans Work Through PTSD http://bit.ly/17PqawG ,,1
Unpublished Salinger biography heads to NY auction http://bit.ly/1akmroo ,,1
"Trader Joe's, Walgreens, Whole Foods Named In E.Coli Recall http://bit.ly/1ak8OWe ",,
"Tom Cruise compares his job to a tour in Afghanistan; talks divorce, Suri http://bit.ly/1ak6ajn ",,1
Hollywood Shooting Leaves 1 Dead http://bit.ly/1c9Fzok ,,
"Obama, former NBA star golf at 'Caddyshack' course http://bit.ly/1c9AtZq ",,1
Popular Runyon Canyon Trail Could Be Closed http://bit.ly/1hsHfQX ,,1
#LAWeather: Meteorologist @PabloWeather's #forecast http://bit.ly/X2iV8D ,,1
#UPDATE: A small fire at #CedarsSinai knocked down. No injuries reported.,,1
The Worst Breakfast Foods For You http://bit.ly/1hqT8XJ ,,
Publisher suspends CBS source's Benghazi book http://bit.ly/1d5o0XD ,,1
Honor Veteran's Day Aboard The USS Iowa Battleship http://bit.ly/1d4fKHm ,,1
The Worst Breakfast Foods For You http://bit.ly/1hqT8XJ ,,1
"Wife: Trotter was treated for aneurysm, seizures http://bit.ly/1d47OWH ",,1
"Super Typhoon Haiyan makes landfall in the Philippines. Are you in the affected area? Send us video and images, but stay safe! @myfoxla",1,
Friday is finally here! Lots of stuff on @myfoxla @Tonysuniverse @Araksya @RICKatFOX @BobbyDtv @GigiGraciette @GinaSilvafox11 @HalEisner,,1
No more trans fat: FDA banning the artery-clogger http://bit.ly/1cZSF8Z ,,
Spaccia Trial: Was It Worth It? http://bit.ly/1hoz48e ,,1
FDA to ban artery-clogging trans fats http://bit.ly/1d0BSm5 ,,1
#MasterChef is now casting in #LA this weekend! Go to http://bit.ly/1bbA3BE  for info. Please RT! #MasterChefUSA pic.twitter.com/FuPCIvNaah,,1
No more trans fat: FDA banning the artery-clogger http://bit.ly/1cZSF8Z ,,1
Miss American pie http://bit.ly/1hnyGa3 ,,1
Bottles of Tylenol: Acetaminophen Warnings http://bit.ly/1bbR3Yq ,1,
Matthew Hopes to Pin Down A Forever Family http://bit.ly/1enj7NF ,,1
The dangers of too much Tylenol: Bottles sold in US will soon have red #warning labels. How much is too much? http://bit.ly/TylenolBottles ,1,
Pets Eat the Darndest Things http://bit.ly/1bbNJwj ,,1
Is texting helping or hurting your relationship? http://bit.ly/1elVNzA ,,1
Ceremony Honors Fallen TSA Agent http://bit.ly/1elRYKY ,,1
Manhattan Beach Identity Theft Suspects http://bit.ly/1elKUxR ,,
“@LAX_Official: Makeshift memorial set up in Terminal 3 for fallen TSA Officer Gerardo Hernandez. Mental health counselors available. RIP”,,1
Violent Jewelry Robbery in Valley Village http://bit.ly/1bao0EE ,,
"The latest blog from @marpop: Sting Sings At A Magic Shop In Santa Monica, WHAT?! http://bit.ly/19Djznd  pic.twitter.com/BEpjSksmNk",,1
The Retail Industry's Pain Is Going To Be Your Gain http://bit.ly/1ekEn6p ,,1
#LAWeather: Meteorologist @RickatFOX's #forecast http://bit.ly/WSvymS ,,1
Amber Alert Issued For 1-Month Old Northern #California Boy http://bit.ly/1ekBgM3 ,1,
Is A Broken Water Pipe The Work Of Metal Thieves? http://bit.ly/1ekxlPl ,,
Circles and cycles: CMA Awards hard to predict http://bit.ly/1ekwRIU ,,1
"Copy of Napoleon's will sold for $483,000 http://bit.ly/1ekrfym ",,1
Non-invasive depression treatment gives hope to sufferers: #SpecialReport http://bit.ly/1ehRhlJ ,,
Man Dies in Fall from Helicopter http://bit.ly/1ehGYy9 ,,1
Winning Powerball Ticket Still Unclaimed http://bit.ly/1b60Dfw ,,1
People's Choice Awards Nominees Announced http://bit.ly/1b5THPt ,,1
#LAPD Officers Accused of Pressuring Women for Sex http://bit.ly/1egYDpB ,,
Students Rally To Help Calabasas Teacher Wounded In LAX Attack http://bit.ly/1egU9iW ,,1
Deputies Conduct Shooting Drill At Local Mall http://bit.ly/1egGAQs ,,1
#LAWeather: @mariasearth's Weather #forecast http://bit.ly/Wo2tR2 ,,1
"Red Flag Warning Issued For Dry, Windy Weather http://bit.ly/1eg2qn6 ",,
Pitbull to host American Music Awards http://bit.ly/1b4VHr4 ,,1
"Red Flag Warning Issued For Dry, Windy Weather http://bit.ly/1eg2qn6 ",1,
Israel: Paula Abdul scales back ceremony http://bit.ly/1b4horb ,,1
Food stamp program faces cuts; 1 in 7 Americans receive benefits http://bit.ly/1e959Pc ,,
#LAWeather: @OlgaOspina's Weather #forecast http://bit.ly/10rr1wa ,,1
Passengers in need of a hotel near @LAX_Official should call 888-831-7176. #LAXShooting,,1
#LAXShooting: Suspect Paul Ciancia is hospitalized in critical condition.,,1
Please contact your airline directly for the status of your flight. Flights at LAX will be affected today (via @LAX_Official) #LAXShooting,,
FBI getting information on shooter and will release details once they are confirmed (via @LAX_Official),,
#BREAKING: Magnitude 6.6 #quake hits off coast of Chile - USGS,,
"Tina Fey To Write, Produce New Comedy For NBC http://bit.ly/1aJUeq0 ",,1
Bear Spotted Roaming In Granada Hills Neighborhood http://bit.ly/1dJriDp ,1,
More Human Remains Found At Water Treatment Facility http://bit.ly/1aIYAha ,,
"Murder Suspect Sought, Considered Armed and Dangerous http://bit.ly/1aFdAN9 ",,
#LAWeather: @mariasearth's Weather #forecast http://bit.ly/Wo2tR2 ,,1
Are Parklets In Pasadena's Future? http://bit.ly/1esYI7I ,,1
LA County Men's Central Jail: How Much Should We Spend To Replace It? http://bit.ly/1esONyS ,,1
Scene and heard at the Sundance Film Festival http://bit.ly/1erPIzw ,,1
Jimmie Walker still cool with 'Dy-no-mite!' http://bit.ly/1errvtc ,,1
UPDATE:Kim Pham has been pronounced dead after being removed from life support that allows her organs to be donated. http://bit.ly/1ebiEvF ,,1
Four Suspects at Large After Fatal Beating of Woman http://bit.ly/1ebiEvF ,,
Billion Dollar Prize Offered for Predicting NCAA Basketball Results http://bit.ly/LQJRKW ,,1
